choice_id,respondent_id,choice_number,product_id,choice,price,position,product_id_3,product_id_8,product_id_9,product_id_21,product_id_23,product_id_29,product_id_45,product_id_46,product_id_47
1,1,1,3,0,6,5,1,0,0,0,0,0,0,0,0
1,1,1,4,0,3,6,0,0,0,0,0,0,0,0,0
1,1,1,8,0,7,8,0,1,0,0,0,0,0,0,0
1,1,1,9,1,6,9,0,0,1,0,0,0,0,0,0
1,1,1,21,0,5,7,0,0,0,1,0,0,0,0,0
1,1,1,23,0,4,10,0,0,0,0,1,0,0,0,0
1,1,1,29,0,4,3,0,0,0,0,0,1,0,0,0
1,1,1,45,0,6,2,0,0,0,0,0,0,1,0,0
1,1,1,46,0,5,4,0,0,0,0,0,0,0,1,0
1,1,1,47,0,6,1,0,0,0,0,0,0,0,0,1
2,2,1,3,0,3,6,1,0,0,0,0,0,0,0,0
2,2,1,4,0,7,1,0,0,0,0,0,0,0,0,0
2,2,1,8,0,4,5,0,1,0,0,0,0,0,0,0
2,2,1,9,0,7,3,0,0,1,0,0,0,0,0,0
2,2,1,21,0,7,8,0,0,0,1,0,0,0,0,0
2,2,1,23,0,4,2,0,0,0,0,1,0,0,0,0
2,2,1,29,0,3,4,0,0,0,0,0,1,0,0,0
2,2,1,45,1,4,9,0,0,0,0,0,0,1,0,0
2,2,1,46,0,6,10,0,0,0,0,0,0,0,1,0
2,2,1,47,0,4,7,0,0,0,0,0,0,0,0,1
3,3,1,3,0,7,2,1,0,0,0,0,0,0,0,0
3,3,1,4,1,5,4,0,0,0,0,0,0,0,0,0
3,3,1,8,0,4,6,0,1,0,0,0,0,0,0,0
3,3,1,9,0,3,10,0,0,1,0,0,0,0,0,0
3,3,1,21,0,6,5,0,0,0,1,0,0,0,0,0
3,3,1,23,0,5,3,0,0,0,0,1,0,0,0,0
3,3,1,29,0,5,8,0,0,0,0,0,1,0,0,0
3,3,1,45,0,5,1,0,0,0,0,0,0,1,0,0
3,3,1,46,0,6,7,0,0,0,0,0,0,0,1,0
3,3,1,47,0,3,9,0,0,0,0,0,0,0,0,1
4,4,1,3,0,3,3,1,0,0,0,0,0,0,0,0
4,4,1,4,0,7,10,0,0,0,0,0,0,0,0,0
4,4,1,8,1,6,1,0,1,0,0,0,0,0,0,0
4,4,1,9,0,6,5,0,0,1,0,0,0,0,0,0
4,4,1,21,0,6,8,0,0,0,1,0,0,0,0,0
4,4,1,23,0,4,2,0,0,0,0,1,0,0,0,0
4,4,1,29,0,5,7,0,0,0,0,0,1,0,0,0
4,4,1,45,0,7,9,0,0,0,0,0,0,1,0,0
4,4,1,46,0,6,4,0,0,0,0,0,0,0,1,0
4,4,1,47,0,4,6,0,0,0,0,0,0,0,0,1
5,5,1,3,0,4,3,1,0,0,0,0,0,0,0,0
5,5,1,4,0,3,9,0,0,0,0,0,0,0,0,0
5,5,1,8,0,4,4,0,1,0,0,0,0,0,0,0
5,5,1,9,1,5,1,0,0,1,0,0,0,0,0,0
5,5,1,21,0,3,2,0,0,0,1,0,0,0,0,0
5,5,1,23,0,3,5,0,0,0,0,1,0,0,0,0
5,5,1,29,0,6,7,0,0,0,0,0,1,0,0,0
5,5,1,45,0,3,10,0,0,0,0,0,0,1,0,0
5,5,1,46,0,5,6,0,0,0,0,0,0,0,1,0
5,5,1,47,0,7,8,0,0,0,0,0,0,0,0,1
6,6,1,3,0,3,3,1,0,0,0,0,0,0,0,0
6,6,1,4,0,5,8,0,0,0,0,0,0,0,0,0
6,6,1,8,1,5,6,0,1,0,0,0,0,0,0,0
6,6,1,9,0,4,2,0,0,1,0,0,0,0,0,0
6,6,1,21,0,6,9,0,0,0,1,0,0,0,0,0
6,6,1,23,0,7,7,0,0,0,0,1,0,0,0,0
6,6,1,29,0,3,10,0,0,0,0,0,1,0,0,0
6,6,1,45,0,4,1,0,0,0,0,0,0,1,0,0
6,6,1,46,0,7,5,0,0,0,0,0,0,0,1,0
6,6,1,47,0,7,4,0,0,0,0,0,0,0,0,1
7,7,1,3,1,7,8,1,0,0,0,0,0,0,0,0
7,7,1,4,0,5,1,0,0,0,0,0,0,0,0,0
7,7,1,8,0,7,5,0,1,0,0,0,0,0,0,0
7,7,1,9,0,6,2,0,0,1,0,0,0,0,0,0
7,7,1,21,0,3,3,0,0,0,1,0,0,0,0,0
7,7,1,23,0,5,6,0,0,0,0,1,0,0,0,0
7,7,1,29,0,4,7,0,0,0,0,0,1,0,0,0
7,7,1,45,0,3,10,0,0,0,0,0,0,1,0,0
7,7,1,46,0,6,9,0,0,0,0,0,0,0,1,0
7,7,1,47,0,3,4,0,0,0,0,0,0,0,0,1
8,8,1,3,0,4,10,1,0,0,0,0,0,0,0,0
8,8,1,4,0,5,7,0,0,0,0,0,0,0,0,0
8,8,1,8,0,4,3,0,1,0,0,0,0,0,0,0
8,8,1,9,1,5,6,0,0,1,0,0,0,0,0,0
8,8,1,21,0,6,1,0,0,0,1,0,0,0,0,0
8,8,1,23,0,7,5,0,0,0,0,1,0,0,0,0
8,8,1,29,0,3,9,0,0,0,0,0,1,0,0,0
8,8,1,45,0,6,8,0,0,0,0,0,0,1,0,0
8,8,1,46,0,6,2,0,0,0,0,0,0,0,1,0
8,8,1,47,0,3,4,0,0,0,0,0,0,0,0,1
9,9,1,3,0,3,9,1,0,0,0,0,0,0,0,0
9,9,1,4,1,6,10,0,0,0,0,0,0,0,0,0
9,9,1,8,0,4,5,0,1,0,0,0,0,0,0,0
9,9,1,9,0,4,8,0,0,1,0,0,0,0,0,0
9,9,1,21,0,6,1,0,0,0,1,0,0,0,0,0
9,9,1,23,0,3,4,0,0,0,0,1,0,0,0,0
9,9,1,29,0,4,6,0,0,0,0,0,1,0,0,0
9,9,1,45,0,4,3,0,0,0,0,0,0,1,0,0
9,9,1,46,0,3,7,0,0,0,0,0,0,0,1,0
9,9,1,47,0,6,2,0,0,0,0,0,0,0,0,1
10,10,1,3,0,6,6,1,0,0,0,0,0,0,0,0
10,10,1,4,0,5,5,0,0,0,0,0,0,0,0,0
10,10,1,8,0,3,8,0,1,0,0,0,0,0,0,0
10,10,1,9,0,7,2,0,0,1,0,0,0,0,0,0
10,10,1,21,1,6,10,0,0,0,1,0,0,0,0,0
10,10,1,23,0,5,9,0,0,0,0,1,0,0,0,0
10,10,1,29,0,7,7,0,0,0,0,0,1,0,0,0
10,10,1,45,0,3,3,0,0,0,0,0,0,1,0,0
10,10,1,46,0,4,4,0,0,0,0,0,0,0,1,0
10,10,1,47,0,4,1,0,0,0,0,0,0,0,0,1
11,11,1,3,0,4,2,1,0,0,0,0,0,0,0,0
11,11,1,4,0,6,3,0,0,0,0,0,0,0,0,0
11,11,1,8,0,4,7,0,1,0,0,0,0,0,0,0
11,11,1,9,0,6,6,0,0,1,0,0,0,0,0,0
11,11,1,21,1,6,8,0,0,0,1,0,0,0,0,0
11,11,1,23,0,4,10,0,0,0,0,1,0,0,0,0
